,id,vehicle_brand,vehicle_age_years,mileage_km,engine_hours,last_service_km_ago,oil_quality_pct,avg_trip_length_km,weather_exposure,fuel_type,cleanliness_score,driver_satisfaction_score,tyre_type,breakdown_next_30_days
247,394,Ford,6.0,166349.79734081123,5635.040544836178,368.5157225509735,75.33378690187567,12.408842167970707,high,hybrid,55.10912721392628,5.317341261083424,winter,0
250,518,Volkswagen,11.0,167438.27437548502,5165.537384737832,601.9647232619145,54.41594735690577,45.28957459830862,high,hybrid,79.2077391598723,6.957097974120173,summer,0
251,360,Ford,16.0,57534.44116145443,1772.2914712851375,4576.793752790878,44.66640006225769,40.37183264066223,low,electric,81.79087062623923,5.587592233667091,summer,1
252,307,Toyota,13.0,102008.08660334288,3351.503803824356,4588.6666528392,53.33087828556562,1.8401919730383207,low,electric,64.80081607644618,7.894432712750342,summer,0
253,572,Volvo,4.0,45822.33697201561,1409.611682296353,8223.055620200685,70.48385766484832,9.219289694357204,medium,diesel,80.95939915960508,3.681121660638723,winter,1
254,480,Ford,8.0,150239.12125131694,5358.958912399723,8065.03388835904,25.43069664674629,3.411529100969184,low,petrol,48.09228828651054,6.062346649881834,winter,0
256,320,Volvo,0.0,99895.75179569126,3259.2389280314706,3960.536110263486,60.56607323387701,28.335431534077973,medium,petrol,87.94070133430675,6.634596644261114,summer,0
258,422,Volkswagen,20.0,87433.29455358791,3147.286500280461,13849.846851393531,61.54917523598632,10.159362032985047,high,diesel,42.69127433433086,7.167765692682271,summer,0
259,608,Volkswagen,7.0,124907.19053211703,4061.101397270953,9664.919393603665,91.56836414551508,9.160845036237248,medium,electric,85.32264635057288,7.643540656511335,all-season,0
261,1411,Toyota,12.0,114362.91211884374,3603.263283627378,5379.182676471206,100.0,10.721331783486342,medium,petrol,62.60548323829487,4.010238136109506,winter,0
262,197,Toyota,16.0,163849.3319414671,5043.936980239235,5579.524672934402,45.59244796590804,1.059813611526527,high,diesel,47.53372278800772,7.210197390332316,all-season,1
263,1,Renault,11.0,49349.536144024256,1485.5993875556808,11174.192173256724,67.84850483300175,20.97293805990569,low,diesel,72.34008154475467,6.51832515945505,winter,0
265,395,Hyundai,3.0,98868.45523928587,3191.7124769478737,10838.424983618592,59.341000714920334,6.757223710374071,low,petrol,69.65518048940856,5.742440612911573,summer,0
266,1269,Volkswagen,2.0,125090.8287473476,4145.228017479652,9302.736046105878,43.56947904313832,4.173779433340744,medium,diesel,77.42994199122835,6.803371763027859,summer,0
267,941,BMW,13.0,138577.1132586001,5061.680512141853,657.0697962478102,80.94217181414842,7.500618674412455,medium,petrol,70.38037213379047,5.782805840166818,winter,1
269,649,Volvo,20.0,53655.16345780651,1682.4124078663765,12197.502848208624,66.59775782540797,135.21800029663865,medium,petrol,82.24347130158131,7.602724864382686,summer,1
270,1025,Volkswagen,6.0,112956.224209168,3704.6101396916647,29320.299638099168,30.296274983686533,10.530737653354848,low,hybrid,86.13556424910819,7.762641952195081,summer,0
271,1458,Ford,8.0,115597.13850112968,4071.698801642666,18989.07267025356,99.76688485217257,68.485797489812,medium,petrol,68.83786025681931,6.553907104339874,all-season,0
272,846,Volkswagen,13.0,257987.58034992995,8347.428731542994,477.9195918606552,39.01298018988973,10.706905124753009,other,diesel,48.13520853855709,7.707356409733253,summer,0
273,966,Ford,7.0,61268.01325913665,1980.6591219656968,4513.997795398435,51.394074342621245,5.830058413452823,low,diesel,90.91733168977844,8.490010574878143,all-season,0
275,633,Volvo,13.0,230705.3062043701,8329.265973484764,1756.1361987544055,22.308456751086947,15.39612895923796,high,hybrid,52.36882722607342,7.826659821102767,all-season,0
276,188,Toyota,0.0,120036.00334624364,4000.9182784949408,10549.077857374006,58.63025434567182,90.63878080715187,medium,petrol,71.7149369025804,6.983257675996256,summer,0
277,1264,Toyota,20.0,161266.8010815401,5247.451931434805,26125.786530184112,61.170814348392334,24.53542584888357,high,petrol,60.42003411579642,4.506380074113065,summer,1
278,1324,BMW,17.0,89290.97012961537,2990.0640354957054,1432.714740366912,68.62964853004178,15.18946458285095,medium,diesel,49.133358057271614,6.821783199400127,all-season,1
279,1074,Ford,10.0,221145.60282245363,7415.9026992381505,6567.623685527406,60.56607323387701,40.0069362465192,medium,hybrid,67.55129438438603,8.322522806995993,summer,0
280,20,Volvo,16.0,91163.62107838302,3317.48126081992,26948.72693929368,50.72842554986312,126.8985493788678,low,diesel,80.48978357648517,7.584750937785266,winter,1
283,652,Toyota,6.0,67911.2671697963,2124.7473496197854,3872.054036721913,38.421188239773976,17.461970106314045,high,diesel,82.35749577477404,8.938803793672,summer,0
284,1486,Renault,5.0,230229.9978450241,7622.069971200764,35695.589281139575,68.09515605342236,12.498712943069672,medium,diesel,64.80635383377091,8.36924181323716,all-season,1
285,945,Volvo,15.0,264366.6623153479,8706.044716366434,13380.740992428984,65.76925003815028,38.29376499740036,low,diesel,62.14018365271431,9.325117707839702,all-season,0
286,1436,Toyota,12.0,172590.81797072716,5585.395987227727,11082.401054376163,62.5774300876393,17.43776343977252,medium,diesel,75.86000855167427,6.453963658216692,summer,0
289,500,Toyota,3.0,116349.34897523148,3830.6765309281527,4880.503190107273,82.59813077661357,20.919204494555068,medium,petrol,73.07072166577751,6.787692106289863,summer,0
290,125,BMW,6.0,88950.26153822168,3273.591923391381,29342.32070642516,40.55507850923533,33.44930586284134,high,diesel,51.18543456655627,7.455133476005143,all-season,0
291,116,Volkswagen,8.0,110458.52237841232,3795.107024524408,34642.51745268594,88.13000873346294,155.15132250312948,low,petrol,76.16161232169644,8.71103853076318,all-season,1
293,449,Hyundai,2.0,192518.2537957593,6403.163492624494,733.9885381281562,52.51582660000926,7.229297048937606,medium,petrol,91.36881292741124,8.832735867740169,all-season,0
294,752,Volvo,10.0,130783.294540793,4643.887915399706,10874.966311995906,78.13528201695455,31.63562317222596,medium,petrol,51.12672901542321,5.728801716061705,winter,0
296,1154,Ford,4.0,103295.97465951626,3087.716406084709,9939.82382015681,14.206412432698007,13.005445606885466,low,diesel,97.58107977513836,7.478573905022595,summer,1
298,1467,Hyundai,3.0,279238.9753945703,9637.184312373904,4126.982476692616,45.71548626031311,120.60181632025385,high,petrol,58.59390779615885,7.908347332876976,all-season,1
299,684,Renault,3.0,91711.6676268004,2865.858672490473,29302.385438057056,60.56607323387701,24.829332588093266,low,hybrid,79.36361456907143,8.069072214417647,winter,0
300,521,Ford,9.0,74369.17150532077,2332.6621085305965,7083.228577063706,24.74320434523348,149.2549610595695,medium,electric,75.4406835442708,5.830526589948049,summer,1
301,1293,Volkswagen,5.0,107614.92476396228,3391.593920088756,17900.073678950863,26.66151129870073,60.79340696663647,high,hybrid,59.79552860049698,5.151854880867481,summer,0
303,334,Toyota,12.0,106402.339145506,3523.7377605303413,1105.221037672171,63.28884967963277,11.55123075193663,medium,diesel,82.76399723732399,6.027669700875559,all-season,1
304,1373,Toyota,9.0,129748.5123262392,4293.622808170164,1548.0221231295775,47.165605574000885,8.988238650035575,medium,hybrid,88.92425656475972,8.018850812328719,summer,0
305,880,Volkswagen,6.0,75066.97256223677,2841.518729360328,7447.958330322652,68.05462194290197,4.975715887974079,medium,other,47.710805446470985,6.56338398147317,winter,0
307,1414,Ford,6.0,110134.82115801435,4136.691144712853,2344.3371205009767,26.083360296561032,1.1134185344326912,low,petrol,69.07853495194179,6.594572266339611,winter,0
309,758,Volkswagen,20.0,72631.21364502594,2271.161483415198,10842.946526428626,66.44231469415357,146.46397795947908,medium,petrol,53.22148027616966,3.4022783504827223,summer,1
310,942,Ford,9.0,159270.6227996896,5416.289863789702,2783.348263596113,66.51069616025568,38.88283177274568,low,petrol,80.05486875477588,6.567722481465241,summer,0
312,1438,Renault,5.0,213984.04819442512,6981.27803436964,7295.270921206421,98.1832218532804,24.37732080349513,medium,diesel,48.57516124273955,6.794109329119942,all-season,0
313,599,Volkswagen,10.0,84872.08135625154,3036.4312479943683,22848.19201726928,4.67871378520859,36.14618962113072,medium,diesel,92.80607038890464,7.416396800208398,winter,0
317,581,Hyundai,13.0,116335.92286470428,3731.419773975646,26784.175587836533,63.87758714437874,26.165751740211903,other,diesel,54.89473188196188,6.223406850496832,winter,0
318,1367,Ford,12.0,143132.4249583648,4963.286888973058,7392.675501232596,74.07046424531295,1.2659847756614973,medium,petrol,86.06647394392469,3.453819762861363,all-season,0
319,1376,Toyota,7.0,86844.1639606333,3013.839249061927,21580.355052390976,50.8832799084299,23.94041094040724,low,diesel,50.044944938474025,9.752428664341505,summer,0
320,1071,Kia,19.0,104878.245969626,3042.051317081467,22053.67766492309,42.72469796794098,6.048095123066021,medium,petrol,69.70875090091461,7.315967763293917,all-season,0
321,253,Renault,3.0,73187.94130433624,2130.1598864263856,7138.322393372581,65.43783809521557,14.114812196339228,medium,hybrid,78.9470712837004,7.4495592629010385,all-season,0
323,182,BMW,1.0,128774.77297507104,4337.928974939214,11366.80178901144,82.02024469850728,15.99769428002634,medium,diesel,68.83786025681931,7.034199215781894,winter,0
324,677,Hyundai,8.0,77313.9085066884,2814.9756569620786,1399.0891335760796,28.177751949725696,27.08527623665036,low,electric,85.72270366917438,6.945971834156748,winter,0
326,1279,Hyundai,4.0,115522.76091155228,3967.1255623568463,3448.57414110224,66.520433817671,3.617648925381032,high,petrol,78.76562010747644,6.923436055145024,winter,1
327,597,Volkswagen,6.0,146167.50369614005,4791.519062912373,4549.855697509027,70.96691769262608,8.90670923751806,medium,petrol,86.04912719047981,5.039324484310589,winter,0
328,623,Toyota,11.0,125663.23065861531,4329.632708127597,21475.76494382529,84.67645487836927,46.84432629200037,high,diesel,71.23087205124777,5.218050820963668,summer,0
329,1205,Hyundai,20.0,182301.6847988145,6169.99702116396,8944.769752048114,94.89459624726456,32.16173076854021,low,electric,74.861632182484,7.061009424209743,summer,0
330,1498,BMW,20.0,183291.68804266016,5542.548062326436,35.33930579351883,71.41572049943841,5.788714592990984,low,hybrid,69.70875090091461,6.5211787734527045,all-season,1
332,1195,Volkswagen,3.0,212209.2738552642,7085.8567639289495,708.6674095457146,68.19100781945444,15.086827638955464,medium,hybrid,55.94964243767002,7.335468153314115,all-season,1
334,1160,Toyota,10.0,125646.23235505506,4106.199025009051,1515.8574371217092,55.93446808340961,12.874935734712109,high,diesel,52.81176384278333,5.813905974880414,summer,0
335,699,Volvo,16.0,128845.91743579594,4158.422995235256,8888.733911624025,65.45511163295102,89.41778863951441,medium,petrol,44.47481801892052,4.632474762989806,all-season,0
337,135,Ford,3.0,256597.3170778782,8816.335985464748,3065.83023139413,51.034836310075136,9.042202280798064,high,petrol,58.1937844186855,7.263745816510271,all-season,0
338,180,Renault,2.0,173039.62747569117,5641.075014210698,7593.778941366127,76.22721035776674,4.220225206684081,medium,diesel,63.09100696379869,9.26241085037597,summer,0
339,274,Volkswagen,6.0,98421.79610665432,3127.7784995590205,2459.078065654801,68.43599550620844,8.73567759113591,medium,hybrid,68.83786025681931,5.197281256129462,winter,0
341,1408,Toyota,0.0,57618.40152387447,1862.6451483863725,2441.215071214086,45.24460552309392,35.54827001911927,medium,diesel,58.28801011916526,7.800664912212675,all-season,0
342,1337,Toyota,15.0,211863.6206065886,7001.939220378034,2174.0068483195,61.712923571054525,14.346430462506412,medium,diesel,37.618757014348375,7.871020062367199,summer,0
347,278,Volvo,4.0,99403.7418033274,3162.9001018654903,1364.0851491869312,76.9201227613736,6.553004469891664,low,diesel,41.77534590604871,9.691886778171195,summer,0
348,967,Volkswagen,11.0,56856.75713805008,1782.332055556354,2148.502264336673,59.01730541094401,66.34209960769769,medium,petrol,68.83786025681931,8.454258781119586,all-season,0
349,1338,Volvo,18.0,64342.29109690182,2277.318672188253,3882.724866537432,54.19860288133081,24.219196465365112,medium,petrol,63.12754570789326,8.485281335008791,summer,0
350,646,Ford,6.0,71862.9351491626,2340.948659380902,2211.4999354578404,72.88015803988107,1.286563718681425,medium,diesel,48.00224608997912,5.107087613661293,all-season,0
351,844,Toyota,13.0,73744.01670546645,2323.373882813789,8134.519821044904,42.88853073757284,40.891511919229096,low,diesel,69.33989527769705,6.631074456618813,winter,0
352,1063,BMW,2.0,74998.82888319295,2526.1724090433013,2475.657360502328,48.39636349629019,93.36838633669716,low,petrol,58.16406246377315,6.546229046145473,all-season,0
353,328,Volkswagen,8.0,105713.70663920864,3414.310405849063,13555.012098165284,54.49655748234364,10.656208083147726,low,diesel,52.49983115169782,5.27415575966177,all-season,0
354,386,Toyota,13.0,127640.65289614492,4289.581116984562,12745.571729588934,44.7132710951384,29.716563643474863,low,diesel,75.17285329547134,6.281391201050127,all-season,0
356,929,Toyota,11.0,195880.2388237737,6225.52166101178,22952.382289306737,60.56607323387701,21.53136071948897,medium,hybrid,67.58415479603724,7.757318709172988,all-season,0
357,1006,Volkswagen,14.0,65465.748662960505,2380.1147933817165,4333.922581155662,65.88307887979339,9.353194456137404,low,petrol,90.34500612910172,6.883715501680923,summer,0
359,1393,Volkswagen,11.0,108873.10438688275,3824.453778809232,2446.786257790002,35.0822133352374,9.047683633982016,low,petrol,63.03967417439807,3.9721794410511153,winter,0
360,137,Ford,18.0,167614.52717134336,5394.780656411455,8440.492537083304,58.530375633271646,3.369846211149437,low,diesel,88.04245394601429,7.912974557118438,all-season,0
361,208,BMW,11.0,43922.568105684186,1424.2583488877742,7186.010240967803,96.48598262348634,18.286553492359168,low,petrol,71.43592196776324,6.407469985430376,summer,0
362,1008,Ford,8.0,156941.8416469885,5265.281318843963,24458.354404443147,86.43715382063479,97.01319912442878,medium,petrol,84.61281236652567,7.190673580302047,all-season,1
363,1336,Volkswagen,11.0,180934.50406332136,6177.321165324503,12224.349623956954,62.00338132729172,92.1002705088876,medium,hybrid,77.96002926346105,8.690149167224728,summer,0
364,661,Volkswagen,5.0,107179.95274229736,3922.6215908601935,11903.94152961544,70.00303516602678,25.923182724920142,low,petrol,69.70875090091461,6.029349086688549,all-season,0
366,659,Volvo,18.0,93127.94803122172,3290.7343839629207,10661.833070579632,57.39500092093812,13.142557140730352,low,diesel,65.10862440136056,4.8318109103362765,summer,0
367,1395,Ford,1.0,133496.62206572917,4143.899189650088,2078.8410621535813,68.92228367366789,1.5454165521777388,low,hybrid,59.35464690323318,5.681120461001669,all-season,0
368,926,Ford,3.0,304287.7396128043,9948.374759532242,3828.891436624961,12.95920614591376,45.120381974918665,medium,petrol,83.16699612506837,7.8987114268260195,all-season,1
369,325,Hyundai,1.0,113312.63951019796,4071.662710099006,26819.111291868605,59.91285473473289,1.098407783548419,low,diesel,71.29291482501384,5.164371467114299,summer,0
370,593,Toyota,13.0,51322.437398723545,1732.2721572591067,2668.2455943228147,74.56859786348478,13.3449183119477,low,diesel,90.6324275956932,7.466024083742999,all-season,0
372,1245,Ford,19.0,123062.70298854938,3983.984222892173,663.0954024319701,81.99869708100371,10.067484611787489,low,diesel,62.29857685696474,5.290064623119083,summer,0
373,35,Renault,8.0,183357.18910144467,6169.313149601157,3052.6771056721427,68.93619847898191,17.522017776619546,low,diesel,49.72397677233099,7.028480150369967,all-season,0
374,460,Volkswagen,6.0,127336.49759523346,4257.458527383734,1415.905288458303,60.56607323387702,13.019093473806183,medium,diesel,72.78680497715472,8.259507878748309,other,0
375,236,BMW,11.0,162421.5968972612,5618.994805774777,4955.989328880393,68.36714683057562,37.37471762827198,medium,petrol,83.50825675725947,9.123485930062934,winter,0
376,1380,Toyota,13.0,166574.0354247349,5814.480625315507,7780.442901541797,46.45597427080417,13.093620789019509,low,diesel,82.7633368534596,4.251726362530133,summer,0
377,1170,Toyota,5.0,86150.81641727951,2812.5880376195773,3470.736344503068,81.7738636060174,76.3055404099107,high,hybrid,68.83786025681931,7.936787973202286,summer,0
378,374,Hyundai,12.0,117697.14760356383,3591.175106668552,4966.088601750619,77.21197604425441,9.62482189051174,medium,petrol,51.08560465144549,6.942853633293462,winter,0
379,579,Volkswagen,17.0,173416.10590099182,5765.581381959853,2598.9854520661224,100.0,32.97254055392894,low,petrol,64.23298201683437,7.823725465690593,winter,0
380,92,Toyota,1.0,47806.30494454778,1462.8186076553989,9794.936101382937,77.04613707657884,23.20937742815445,low,hybrid,53.48987199709786,4.593300126641125,winter,0
381,1260,Renault,17.0,93837.02897083088,3066.7575209609345,2369.325716426146,67.0066034884849,8.062054235106565,medium,diesel,78.23029360676672,7.512585325177429,winter,0
383,789,Volkswagen,2.0,214719.34900975256,7168.412271248471,8799.821770200859,26.989577288474308,1.1184116800284385,medium,petrol,15.706719363763026,3.208132903483602,winter,0
384,1225,Toyota,5.0,154284.0723880942,4869.686968537405,13761.025636269716,60.48568008823544,6.903106144792651,medium,petrol,65.9524259543332,5.342227585333641,winter,0
385,384,BMW,17.0,46890.03031157318,1418.6523074154572,2100.0663644086067,65.11899890051083,46.86834844194935,high,electric,69.70875090091461,8.970754144315222,summer,0
386,287,Ford,8.0,212499.54866321824,6964.197919859895,25813.52017431108,75.67564123044473,49.63453590102593,low,petrol,55.42369424762683,9.0513976941381,all-season,0
388,560,Ford,13.0,97613.13163022844,2995.5907774193724,5574.0047042952565,53.627287830384496,44.93126664589904,low,electric,51.69607199937183,8.531342820128112,winter,0
389,1354,Toyota,9.0,65221.80501087182,2167.5850852117464,21628.4047442488,60.56607323387701,5.649545013919877,low,hybrid,63.37452052696348,5.894368504056267,all-season,1
390,936,Ford,5.0,125127.82977113126,3863.102510659007,13418.316955698114,47.268404499205005,42.43533928956749,medium,petrol,50.66331218674051,9.116881159434532,summer,0
391,769,BMW,5.0,141400.31091805556,4463.65632630302,595.7007620526557,61.97277091609774,24.6342688977192,low,diesel,52.49030881934955,5.90484410373892,winter,0
392,45,Hyundai,7.0,64114.45876732411,1949.506898398855,11574.041305318528,82.77095043129137,8.409046785941852,medium,diesel,75.46958756460252,6.732187746236936,summer,0
393,367,Toyota,16.0,120227.9580579978,4041.443281689293,3494.92743723844,60.56607323387701,4.998953687984054,medium,electric,81.6715363085871,9.899006670783438,summer,0
394,1378,Volkswagen,12.0,161686.40873342563,5571.54012563455,10733.482848908585,67.5792788550137,23.21217693157893,medium,diesel,49.74888655441075,6.20675921640826,summer,0
395,515,Renault,7.0,154622.04289836684,5391.907675090105,5934.55774338181,100.0,13.301194774035013,high,diesel,41.734713365947165,4.247951236322564,summer,0
396,1213,Toyota,16.0,46920.07138868328,1685.1524084567477,31827.753007089468,76.86031444686802,12.865813130573626,low,diesel,69.70875090091461,8.506265091029453,all-season,1
397,1416,Hyundai,10.0,176875.70833586002,6028.352715182652,4811.723777507184,60.56607323387702,86.64039191588695,medium,diesel,50.74428921269824,7.0418480830167445,all-season,0
398,1035,Volkswagen,2.0,83354.58855017663,2426.225903893029,1502.5399801619294,56.675479800011445,32.99433744560366,low,diesel,71.57414980850305,4.44287128582791,winter,0
399,1314,Renault,10.0,93305.44695882288,3127.533181438323,532.6547082545998,73.77012401566479,13.450389920086204,medium,petrol,35.09727150193266,5.941080591547207,winter,0
400,150,Toyota,14.0,108537.9070253919,3552.7339066548857,10751.631513075645,64.15293802969623,35.581910760616466,high,petrol,42.10327055355252,9.73081924458262,all-season,1
401,879,BMW,5.0,53300.91876455975,1673.5813977460136,4152.581855296664,44.21653490247258,10.935670329098526,low,hybrid,86.58890973827636,3.055073615503547,all-season,0
403,662,Ford,9.0,203561.06354210852,6807.671701508171,5557.609911188507,37.330895050840624,29.44786694731973,medium,diesel,71.86185807207002,6.161677604653788,summer,0
407,1404,Volkswagen,2.0,112541.55833517016,3582.9460746792192,846.0856630012045,53.16765103258934,22.02119487868628,medium,diesel,70.94225448152459,7.340936849128129,winter,0
408,869,Renault,9.0,89691.2617233842,3279.9278844744936,13817.751174584511,2.412905230640124,37.405404158445286,medium,petrol,60.978853842847634,5.30746601171585,all-season,0
409,1366,Ford,7.0,158430.9663802435,5110.638703482512,29731.92939474637,76.98408891530582,7.155741875244347,low,petrol,37.69737280065412,7.040907119971118,winter,1
410,474,Volvo,20.0,48826.79108572476,1915.4418421018656,15690.483227932564,55.08649891382581,146.73451786102646,low,diesel,55.61703996049652,7.02359326435738,summer,1
412,1090,Volkswagen,12.0,100141.25046290904,3774.0976636818377,27947.415095185894,77.26966096619319,46.56747731230105,high,diesel,75.45288669294743,8.147335290008623,other,0
413,893,Toyota,7.0,176230.2536117342,5869.514611235177,4849.532002039068,47.59354674690882,46.34858567867961,low,hybrid,66.69345490780321,6.699123718339267,all-season,0
414,448,Renault,9.0,242489.2138952287,8213.056037760462,4306.509108422299,49.317519350222746,30.50183684711469,high,diesel,70.15978154309781,5.9276834630112365,summer,0
415,256,Hyundai,1.0,133058.74105912686,4810.060919435275,6591.232251383311,79.01488469228453,40.10365092819895,medium,petrol,67.83722034794977,8.920219481080462,summer,0
416,1464,Toyota,4.0,115500.40164994854,3886.997932347866,24494.266605079687,41.847987201038784,76.78534644617392,high,diesel,68.83786025681931,6.923436055145024,summer,0
417,1000,Ford,18.0,178179.64794313157,6073.956569346275,10707.42239705834,86.18203988790212,8.019589442871318,medium,hybrid,69.70875090091461,8.131454800289118,winter,0
418,36,Ford,19.0,60154.33426220176,1898.577225677025,1588.7529046822606,80.49316521539114,12.09279440350139,medium,diesel,76.58964351307678,5.419028326768824,summer,0
419,848,Volvo,13.0,161923.89702824038,5550.384830814338,3788.242963826964,60.56607323387702,8.191080569299316,high,petrol,85.78603312476683,6.088619132890846,winter,0
420,356,Kia,20.0,88185.74404405622,2816.835078376257,21603.982505133223,64.03765280103619,45.091019040709,medium,petrol,69.70875090091461,5.757435134447972,winter,0
422,537,Ford,15.0,189901.62432710905,6489.31516265979,7652.502373106867,38.68908962660294,19.25380523689105,medium,diesel,56.959923289812295,7.641896638659818,all-season,0
423,1010,BMW,11.0,125734.58622779224,4025.5452992147902,7584.509846272999,66.42097488258098,7.604294086297748,medium,petrol,63.78070980020222,5.956809924133461,summer,0
426,1351,Ford,18.0,176239.33862640892,5691.995709299767,13286.605323661151,88.15108256912637,27.376300268269123,high,petrol,84.50180333457597,6.335512001723608,all-season,0
427,934,Kia,5.0,87949.96229413983,2809.5306331429247,1938.7928745747888,28.54309839963797,44.24279612368039,low,diesel,77.90955028985056,8.996289951492995,summer,0
429,176,BMW,20.0,134303.15214742368,4457.937744475275,16180.479796515254,28.91178146754043,47.300121799973965,low,electric,48.40179556211342,8.645025037098469,all-season,1
430,750,Ford,12.0,153088.58586195452,4849.8291399455775,6483.539044338184,50.63865216665336,41.49567514772831,medium,diesel,52.24582557311423,7.038554205493811,summer,0
431,1435,Ford,16.0,119320.07400303365,3820.450408200077,28980.504112682163,44.64889977403872,3.1760769498553625,high,diesel,46.36397403914854,7.621583333629255,summer,1
433,538,BMW,7.0,190646.6612910254,6309.414830731606,3495.0401061650923,74.94831077973946,6.576090093431078,medium,petrol,82.44950549695193,9.416953051563084,summer,0
434,578,Volvo,7.0,232752.6748835925,7913.32067549685,4969.386487475486,79.41700522470258,10.792682797115996,medium,petrol,59.17557533492053,8.548606358947904,winter,0
435,1248,Volvo,9.0,89756.61962497512,3115.1281346624164,9325.060394917287,47.31818824357381,86.08890519485533,high,petrol,67.04573832010621,4.565044515368029,summer,0
437,427,Kia,5.0,57577.34377261395,1849.4121319142896,7305.252661162765,92.5274919589578,14.606171193838504,medium,petrol,78.09754056437795,6.157522843611977,all-season,0
441,1421,Volkswagen,0.0,151151.18466190968,4782.582785408697,14529.407150584302,67.781166614243,10.051068885749311,low,electric,74.00341482564913,6.081747393743041,winter,0
443,1052,Toyota,11.0,58172.76957375196,2557.718267602591,9665.434938981269,55.65682737869572,48.99314100601176,medium,hybrid,62.521553630510326,6.923436055145024,all-season,0
445,215,Hyundai,11.0,98617.38712631834,3131.4917228009467,1591.7329123968775,59.18500447096991,28.214703458754112,low,petrol,77.62594906816128,7.647780562506114,summer,0
447,1255,Toyota,2.0,80562.09038678941,3002.196286541164,3041.57106813972,64.84660097233245,16.600090349810515,medium,petrol,72.62443644440647,7.517381244855638,summer,0
448,595,Toyota,20.0,141297.9440913327,4617.659769025373,29433.29874909721,60.55425093571259,2.836419884312393,high,diesel,68.69900688678159,7.244394011741856,summer,0
449,378,Toyota,11.0,109179.66064373776,3526.175613342181,7597.4386014926195,33.21679014868487,13.353995541307263,medium,petrol,73.06847567828,6.400739289193687,summer,0
450,1462,Ford,6.0,105033.9392245868,3596.960021488233,932.7663997724916,87.76851416219371,36.51049136006549,medium,diesel,58.34208156756742,6.24687308331858,all-season,0
451,397,Ford,19.0,171049.04317830963,5461.327285931809,2089.691374947012,66.39361257106339,2.519846993563733,low,diesel,80.62663067771015,5.863100633091822,all-season,0
452,321,BMW,0.0,132149.250796791,4457.534513836628,3772.218463159461,76.83434266858953,21.349610334272548,low,electric,79.6506001821092,7.920993694274699,winter,0
453,81,Ford,5.0,80411.68034496612,2800.117073360238,9870.684891741066,25.50847616397329,9.71427122222521,other,diesel,74.80215580150269,7.392270209310161,winter,0
454,190,Volvo,8.0,164854.4509518367,5503.419599078812,9284.73739755446,39.125753438334094,18.84200715589552,high,diesel,93.88066556589308,8.476738243647702,all-season,1
455,1445,Volvo,5.0,61064.368734791766,2314.411022504802,10528.82058337393,62.96175902265661,72.09495658842894,medium,petrol,55.1680279236049,6.625853693242235,summer,0
456,54,Toyota,13.0,123213.37278735323,4065.118765138449,2427.9973570147536,94.21043507179344,11.998460492087103,medium,petrol,74.28565368548963,8.434831140965827,summer,0
457,1332,Toyota,7.0,76164.73859488955,2691.571070680553,16053.307361798255,65.78494626660863,4.7082413854409655,low,petrol,91.85963936242334,5.397385531156575,all-season,0
459,1215,Volvo,15.0,81904.28250388849,2564.444681279961,6877.748413595543,60.56607323387702,7.623742938227982,low,diesel,67.12996551446211,8.052259632309903,all-season,0
460,390,Volkswagen,17.0,76413.15173650192,2561.012785611364,1778.1513024949145,83.75577946925718,51.35057366407972,medium,diesel,69.70875090091461,5.378835389608343,summer,0
461,85,Volvo,14.0,128560.2883567776,4277.808979960091,20851.06973931448,45.62103694652972,4.927778563607402,medium,hybrid,77.13818879019082,7.998277593209296,summer,0
462,715,Toyota,16.0,69542.92120428164,2370.4128542234034,11145.978353156685,66.6567208116473,17.505924312667904,medium,diesel,84.02114417343243,7.743563700579974,summer,0
463,399,Ford,19.0,115867.188176057,3858.989114913713,16449.594172439047,80.9996269014121,38.49073467030831,high,petrol,82.62761119736275,4.602555002945532,summer,0
464,1187,Toyota,5.0,49739.6507439588,1606.1930898118728,26810.552225086896,52.59273742584278,37.70236452572741,high,diesel,66.14817821020435,7.273167499700825,winter,1
465,363,BMW,7.0,166799.8616076159,5386.522720999266,24765.057720851404,54.009825720177766,9.264356844064148,medium,petrol,84.12986731637169,4.340111890654687,summer,0
466,371,Toyota,9.0,213048.62455057315,6716.620729764784,4182.309221604914,49.82497737606944,12.978475519256753,other,petrol,78.8690658100358,7.23909516109398,all-season,0
468,297,Renault,10.0,250795.8573051821,8166.75023294269,13533.183189357587,85.13206886298468,19.30558665005352,low,petrol,65.2071265317987,5.192639569897151,summer,0
469,719,Toyota,18.0,69735.361948213,2282.941685116696,7734.065430947472,62.15517362465373,11.91802227153956,low,hybrid,60.86513774979209,4.474744940236576,summer,1
471,34,Toyota,0.0,61899.29972339263,1736.5657257252649,30192.52991082719,47.73205845742774,1.8257170906561544,low,hybrid,66.49103058747461,9.421195549616533,all-season,1
472,1272,Volvo,12.0,99141.7235707262,3439.820791659781,1089.1249708316975,23.4244088111086,3.3857635603750587,high,petrol,88.45691691894086,8.444021642518445,summer,0
474,485,Toyota,10.0,189461.85603493205,6203.979185533608,162.7396484119123,69.61753331211285,14.45078505122007,low,diesel,64.08140576092761,8.246231074034698,summer,1
475,1030,Volkswagen,1.0,69907.67128424563,2286.970598815933,3334.309439297894,38.94153831838528,11.063152737786169,low,petrol,82.61736736087757,6.042858950201777,summer,0
